primaryTitle,startYear,endYear,duration,averageRating,rating_100,rating_category,numVotes,votes_normalized,genres,directors
ER,1994,2009,15,7.9,79.0,High,71936,0.48605746623030627,"Drama, Romance","Christopher Chulack, Jonathan Kaplan, Richard Thorpe, Stephen Cragg, Lesli Linka Glatter, Félix Enríquez Alcalá, Laura Innes, Mimi Leder, Christopher Misiano, John Wells, Paul McCrane, Charles Haid, Andrew Bernstein, Rod Holcomb, Nelson McCormick, David Nutter, Anthony Edwards, Julie Hébert, Tawnia McKiernan, James Hayman, Thomas Schlamme, Paris Barclay, Babu Subramaniam 'T.R.', Jack Orman, Ernest R. Dickerson, Elodie Keene, Donna Deitch, Fred Gerber, Lance Gentile, Tom Moore, Jacque Elaine Toberen, Darnell Martin, Steve De Jarnatt, Ken Kwapis, Marita Grabiak, Vondie Curtis-Hall, Alan J. Levi, Peggy Rajski, Arthur Albert, Gloria Muzio, John Gallagher, Steve Shill, Skipp Sudduth, Joanna Kerns, Terence Nightingall, Anthony Hemingway, David Zabel, Vern Gillum, Daniel Sackheim, Mark Tinker, Anita W. Addison, Eric Laneuville, Dean Parisot, Quentin Tarantino, Davis Guggenheim, Barnet Kellman, Perry Lang, Whitney Ransick, Sarah Pia Anderson, Michael Katleman, David Chameides, Fred Einesman, Peter Markle, Kevin Hooks, Guy Norman Bee, Jesús Salvador Treviño, Jessica Yu, Rob Hardy, Eriq La Salle"
Eureka,2006,2012,6,7.9,79.0,High,60156,0.3584465957483453,"Adventure, Comedy, Drama","Mike Rohl, Michael Robison, Matthew Hastings, Michael Lange, Colin Ferguson, Joe Morton, Michael Grossman, Jefery Levy, Jeff Woolnough, Eric Laneuville, Chris Fisher, Alexandra La Roche, Salli Richardson-Whitfield, Colin Bucksey, Marita Grabiak, Peter O'Fallon, David Straiton, Donna Deitch, Robert Lieberman, Tim Matheson, Michael Nankin, Matt Earl Beesley, Ernest R. Dickerson, Fred Gerber, Paul Holahan, Oz Scott, Bryan Spicer, Sarah Pia Anderson, Matthew Diamond, James Head, Steve Miner, Stephen Surjik, Andrew Seklir, Jaime Paglia"
Jericho,2006,2008,2,7.9,79.0,High,59890,0.35556505996326876,"Action, Drama, Mystery","Guy Norman Bee, Sanford Bookstaver, James Whitmore Jr., Seith Mann, Martha Mitchell, Jon Turteltaub, Matt Earl Beesley, Steven DePaul, Steve Gomer, Christine Moore, Helen Shaver, Duane Clark, Paul McCrane, J. Miller Tobin, Kevin Dowling, Steve Boyum, Christopher Leitch, John Peters, Scott Peters"
The Terror,2018,2025,7,7.9,79.0,High,57773,0.3326319349369265,"Adventure, Drama, Horror","Tim Mielants, Edward Berger, Sergio Mimica-Gezzan, Michael Lehmann, Frederick E.O. Toye, Josef Kubota Wladyka, Craig William Macneill, Toa Fraser, Everardo Gout, Lily Mariye, Meera Menon, Karyn Kusama"
Dexter's Laboratory,1996,2003,7,7.9,79.0,High,55863,0.3119412080591213,"Adventure, Animation, Comedy","Genndy Tartakovsky, Rob Renzetti, John McIntyre, Chris Savino, Robert Alvarez, Rumen Petkov, Don Judge, Paul Rudish, Craig McCracken, David P. Smith, James T. Walker"
Leverage,2008,2012,4,7.9,79.0,High,55550,0.3085505287330726,"Crime, Mystery, Thriller","Marc Roskin, Dean Devlin, Jonathan Frakes, John Harrison, Arvin Brown, John Rogers, Jeremiah S. Chechik, Peter Winther, Rod Hardy, P.J. Pesce, Tawnia McKiernan, Craig R. Baxley, Tony Bill, Rob Minkoff, Peter O'Fallon, Millicent Shelton, Frank Oz"
The Borgias,2011,2013,2,7.9,79.0,High,55113,0.3038165770861611,"Crime, Drama, History","Neil Jordan, Kari Skogland, John Maybury, Jon Amiel, David Leland, Jeremy Podeswa, Simon Cellan Jones"
New Amsterdam,2018,2022,4,7.9,79.0,High,53209,0.2831908472561396,Drama,"Michael Slovis, Darnell Martin, Nick Gomez, Peter Horton, Rachel Leiterman, Don Scardino, Jamie Payne, Ryan Eggold, Shiri Appleby, Nestor Carbonell, Lisa Robinson, Laura Belsey, Kate Dennis, Stephen Kay, Kristi Zea, Allison Liddi-Brown, Dinh Thai, Craig Zisk, Olenka Denysenko, Jean E. Lee, Andrew Voegeli, Andrew McCarthy, Jonas Pate, Thomas Carter, So Yong Kim, Ellen S. Pressman, Lucy Liu, Seith Mann"
The Spy,2019,2019,0,7.9,79.0,High,52915,0.28000599191473924,"Biography, Drama, History",Gideon Raff
Almost Human,2013,2014,1,7.9,79.0,High,52867,0.27948601553246977,"Action, Crime, Drama","Sam Hill, Brad Anderson, Kenneth Fink, Omar Madha, Michael Offer, Larry Teng, Jeff T. Thomas, Jeffrey G. Hunt, Mimi Leder, Jeannot Szwarc, Frederick E.O. Toye, Thomas Yatsko"
Into the Badlands,2015,2019,4,7.9,79.0,High,51185,0.26126517647044445,"Action, Adventure, Drama","Paco Cabezas, Toa Fraser, David Dobkin, Guy Ferland, Nick Copus, Stephen Fung, James Marshall, Tricia Brock, Miles Millar, Wayne Che Yip"
The Affair,2014,2019,5,7.9,79.0,High,50472,0.25354136062548366,Drama,"Jeffrey Reiner, John Dahl, Colin Bucksey, Ryan Fleck, Rodrigo García, Carl Franklin, Anna Boden, Laura Innes, Steven Fierberg, Toa Fraser, Mark Mylod, Michael Slovis, Scott Winant, Agnieszka Holland, Michael Engler, Mike Figgis, Sam Gold, Stacie Passon, Jessica Yu, Allison Anders, Silas Howard, Sarah Treem, Eva Vives"
"Scooby Doo, Where Are You!",1969,1978,9,7.9,79.0,High,44395,0.18771018406191178,"Adventure, Animation, Comedy","Joseph Barbera, William Hanna"
Humans,2015,2018,3,7.9,79.0,High,44230,0.18592276524786053,"Drama, Sci-Fi","Lewis Arnold, Samuel Donovan, China Moo-Young, Daniel Nettheim, Mark Brozel, Francesca Gregorini, Carl Tibbetts, Al Mackay, Jill Robertson, Richard Senior, Ben A. Williams"
F Is for Family,2015,2021,6,8.0,80.0,High,42784,0.17025847673199335,"Animation, Comedy, Drama","Dan Sumich, Sylvain Lavoie, Rich Wilkie, Olivier Schramm, Romain Bounoure, Mike Roberts, Benjamin Marsaud, Laurent Nicolas"
The Goldbergs,2013,2023,10,8.0,80.0,High,42561,0.16784275312269986,Comedy,"Lew Schneider, David Katzenberg, Jay Chandrasekhar, Jason Blount, Christine Lakin, Lea Thompson, Victor Nelli Jr., Seth Gordon, Nicole Treston Abranian, Princess Monique Filmz, Claire Scanlon, Vernon Davidson, Eric Dean Seaton, Michael Patrick Jann, Richie Keen, Joanna Kerns, Kevin Smith, Melissa Joan Hart, Ryan Krayser, Fred Savage, Jonathan Corn, Anton Cropper, Matt Mira, Melissa Kosar, Jason Ensler, Troy Miller, Matt Sohn, Roger Kumble, Ken Marino, Peter B. Ellis, Christine Gernon, Beth McCarthy-Miller, Jude Weng, Robert Cohen, Nora Kirkpatrick, Mary Lambert"
Blackadder,1982,1983,1,8.0,80.0,High,42391,0.16600117010216223,Comedy,"Martin Shardlow, Geoff Posner"
Sneaky Pete,2015,2019,4,8.0,80.0,High,42353,0.16558952213286557,"Comedy, Crime, Drama","Jon Avnet, Laura Innes, Michael Dinner, Adam Arkin, Clare Kilner, Seth Gordon, Sarah Pia Anderson, Bryan Cranston, Michael Pressman, Rosemary Rodriguez, Craig Zisk, Adam Bernstein, Denise Di Novi, Ami Canaan Mann, Cherie Nowlan, Giovanni Ribisi, Helen Shaver, Nick Gomez, Liza Johnson"
Rise of Empires: Ottoman,2020,2022,2,8.0,80.0,High,41894,0.16061724797741395,"Documentary, Drama, History",Emre Sahin
Resurrection: Ertugrul,2014,2019,5,7.9,79.0,High,41182,0.15290426497375043,"Action, Adventure, Drama","Metin Günay, Akif Özkan, Hakan Arslan"
Teen Titans,2003,2006,3,7.9,79.0,High,40508,0.14560292993938356,"Action, Adventure, Animation","Michael Chang, Alex Soto, Heather A. Maxwell, Ciro Nieli, Matt Youngberg, Christopher Berkeley"
Masters of Sex,2013,2016,3,7.9,79.0,High,39357,0.13313432960621405,"Drama, Romance","Michael Apted, Adam Arkin, Jeremy Webb, Michael Dinner, Colin Bucksey, Jennifer Getzinger, Phil Abraham, Adam Davidson, Tim Fywell, Lesli Linka Glatter, John Madden, Lawrence Trilling, Adam Bernstein, Michael Engler, Keith Gordon, Daniel Attias, Matt Earl Beesley, Chris Manley, Dean Parisot, Miguel Sapochnik, Michael Weaver, Susanna White, Karyn Kusama, Julie Anne Robinson, Eric Tignini"
Teenage Mutant Ninja Turtles,1987,1996,9,7.9,79.0,High,39201,0.13144440636383833,"Action, Adventure, Animation","Bill Wolf, Tony Love, Mike Stuart, Bruno-René Huchez, Reg Lodge, Vincent Davis"
Elfen Lied,2004,2004,0,7.9,79.0,High,39123,0.13059944474265048,"Action, Animation, Drama","Mamoru Kanbe, Kôbun Shizuno, Sumio Watanabe, Akira Iwanaga, Keisuke Onishi, Takeyuki Sadohara, Keizô Kusakawa"
Modern Love,2019,2021,2,7.9,79.0,High,38361,0.12234481967412295,"Comedy, Drama, Romance","John Carney, Tom Hall, Sharon Horgan, Emmy Rossum, John Crowley, Marta Cunningham, Logan George, Celine Held, Jesse Peretz, Andrew Rannells"
The Mechanism,2018,2019,1,8.0,80.0,High,36934,0.10688635514290408,"Crime, Drama, Thriller","Marcos Prado, Felipe Prado, Daniel Rezende, José Padilha"
DuckTales,1987,1990,3,8.0,80.0,High,36306,0.1000833308082121,"Action, Adventure, Animation","Bob Hathcock, James T. Walker, Alan Zaslove, Terence Harrison, Steve Clark, David Block, Jamie Mitchell, Rick Leon, Vincent Davis, Jeff Hall, Mircea Mantta, Richard Trueblood"
Queen of the South,2016,2021,5,8.0,80.0,High,36115,0.09801425812043157,"Action, Crime, Drama","Eduardo Sánchez, David Boyd, Ben Hernandez Bray, David Rodriguez, Rebecca Rodriguez, Matthew Penn, Scott Peters, Nick Copus, Laura Belsey, Darren Grant, Steve Acevedo, Leon Ichaso, Jessica Lowrey, Zetna Fuentes, Constantine Makris, Jamie Payne, David Platt, T.J. Scott, Charlotte Sieling, Nick Gomez, Bronwen Hughes, Tina Mabry, Ami Canaan Mann, Joe Menendez, Loni Peristere, David Grossman, Meera Menon, Tawnia McKiernan, Batan Silva, Benjamin Daniel Lobato"
Vice Principals,2016,2017,1,8.0,80.0,High,34358,0.07898095596111024,Comedy,"Jody Hill, David Gordon Green, Danny McBride"
The Pillars of the Earth,2010,2010,0,8.0,80.0,High,34337,0.07875346629386736,"Drama, Romance, Thriller",Sergio Mimica-Gezzan
Patrick Melrose,2018,2018,0,8.0,80.0,High,33960,0.07466948512479271,Drama,Edward Berger
Counterpart,2017,2019,2,8.0,80.0,High,32706,0.06108510213800332,"Drama, Sci-Fi, Thriller","Jennifer Getzinger, Alik Sakharov, Stephen Williams, Lukas Ettlin, Kyle Patrick Alvarez, Charlotte Brändström, Hanelle M. Culpepper, Morten Tyldum, Charles Martin, Justin Marks"
Scenes from a Marriage,2021,2021,0,8.0,80.0,High,31544,0.048497340550563706,Drama,Hagai Levi
Tales from the Crypt,1989,1996,7,8.0,80.0,High,28331,0.013691421462402372,"Comedy, Crime, Fantasy","Russell Mulcahy, Elliot Silverstein, Robert Zemeckis, Richard Donner, Tom Holland, Walter Hill, Stephen Hopkins, Howard Deutch, Kevin Yagher, John Harrison, Gilbert Adler, Gary Fleder, Rodman Flender, William Malone, Mary Lambert, Fred Dekker, Richard Greenberg, Randa Haines, Rowdy Herrington, David Burton Morris, Charlie Picerni, Jeffrey Price, J. Michael Riva, Arnold Schwarzenegger, Peter S. Seaman, Jack Sholder, Jim Simpson, Chris Walas, Manny Coto, Steven E. de Souza, Michael J. Fox, Todd Holland, Tobe Hooper, Tom Mankiewicz, Michael Thau, Andy Wolk, John Frankenheimer, William Friedkin, Tom Hanks, Robert Longo, Peter Medak, Steve Perry, Joel Silver, Paul Abascal, Jeffrey Boam, Uli Edel, Bob Gale, Kevin Hooks, W. Peter Iliff, Kyle MacLachlan, Gregory Widen, Mick Garris, Jonas McCord, Ramón Menéndez, Roland Mesa, Vincent Spano, Martin von Haselberg, John Herzfeld, Larry Wilson, Mandie Fletcher, Freddie Francis, Christopher Hart, Brian Helgeland, Peter Hewitt, Bob Hoskins, Bill Kopp, Peter MacDonald, Andrew Morahan, Thomas E. Sanders, James H. Spencer, Patrick A. Ventura, Robin Bextor"
The Keepers,2017,2017,0,8.0,80.0,High,26249,-0.00886255411853504,"Crime, Documentary, Mystery",Ryan White
The Capture,2019,2022,3,8.0,80.0,High,26075,-0.010747468504261797,"Crime, Mystery, Thriller","Ben Chanan, James Kent, Philippa Langdale"
United States of Tara,2009,2011,2,8.0,80.0,High,25804,-0.013683168495824734,"Comedy, Drama, Romance","Craig Zisk, Craig Gillespie, Jamie Babbit, Tricia Brock, John Dahl, Brian Dannelly, Mark Mylod, Penny Marshall, Adam Davidson, Tommy O'Haver, Adam Bernstein, Bille Eltringham"
I Know This Much Is True,2020,2020,0,8.1,81.0,High,25127,-0.021017002054083442,Drama,Derek Cianfrance
The Transformers,1984,1987,3,8.0,80.0,High,24527,-0.02751670683245157,"Action, Adventure, Animation","Andy Kim, Bob Kirk, Al Kouzel, Terry Lennon, Bob Matz, Norm McCabe, Margaret Nichols, Karen Peterson, Tom Ray, Robert Shellhorn, Bob Treat, Ray Lee, John Walker, John Gibbs, Jaeho Hong, Peter Wallach"
TURN: Washington's Spies,2014,2017,3,8.1,81.0,High,24199,-0.031069878777959484,"Drama, History, War","Jeremy Webb, Eagle Egilsson, Keith Boak, Andrew McCarthy, Nick Copus, Michael Uppendahl, Kate Dennis, Omar Madha, Ed Bianchi, S.J. Clarkson, Adam Davidson, Kenneth Fink, Oliver Hirschbiegel, Rupert Wyatt, Allison Anders, Gary Fleder, Kimberly Peirce, Deborah Chow, Michael Nankin, Marvin V. Rush, Henry Bronchtein, Craig Silverstein"
Psycho-Pass,2012,2019,7,8.1,81.0,High,24069,-0.03247814814660591,"Action, Animation, Crime","Naoyoshi Shiotani, Katsuyuki Motohiro, Kiyotaka Suzuki, Sayo Yamamoto, Itsurô Kawasaki, Yoji Sato, Hirotaka Endô, Takayuki Hamana, Kyôhei Ishiguro, Naoko Kusumi, Toshiyuki Kôno, Kazuo Sakai, Kaoru Suzuki, Shinpei Nagai, Noriyuki Nomata, Shun'ichi Yoshizawa, Yasuhiro Geshi, Akie Ishii, Hirotaka Mori"
The Unit,2006,2009,3,8.1,81.0,High,23874,-0.034590552199575554,"Action, Drama, Thriller","Steven DePaul, Bill Norton, James Whitmore Jr., Vahan Moosekian, Terrence O'Hara, Steve Gomer, David Mamet, Michael Zinberg, Helen Shaver, Gwyneth Horder-Payton, Oz Scott, Alex Zakrzewski, Davis Guggenheim, Michael Offer, Dean White, Seth Wiley, Krishna Rao, Guy Norman Bee, Jean de Segonzac, Félix Enríquez Alcalá, Guy Ferland, Ron Lagomarsino, J. Miller Tobin, Karen Gaviola, Fred Gerber, David Paymer, Jesús Salvador Treviño, Scott Foley, Lesli Linka Glatter, Dennis Haysbert"
The Valley of the Wolves,2003,2005,2,8.1,81.0,High,23730,-0.036150481346383906,"Action, Crime, Drama","Osman Sinav, Serdar Akar, Mustafa Sevki Dogan, Neil Mandt"
Insecure,2016,2021,5,8.1,81.0,High,23638,-0.037147102745733684,"Comedy, Drama, Romance","Melina Matsoukas, Kevin Bray, Prentice Penny, Maurice Marable, Stella Meghie, Ava Berkofsky, Kerry Washington, Debbie Allen, Cecile Emeke, Rasheena Nash, Marta Cunningham, Tina Mabry, Pete Chatmon, Regina King, Millicent Shelton, Liesl Tommy, Thembi Banks, Lacey Duke, Jay Ellis, Nijla Mumin, Mark Sadlek, Amy Aniobi, Natasha Rothwell"
Man vs. Wild,2006,2020,14,8.1,81.0,High,23569,-0.03789456879524602,"Adventure, Reality-TV","Stephen Shearman, Nicholas White, Tony Lee, Chris Richards, Carl Hindmarch, David O'Neill, Dominic Stobart, Ben Duncan, Justin Kelly, Hugh Ballantyne, David Johnson, Scott Tankard, Mike Warner, Mark Westcott, Clare Dornan, Andrew Barron, Jamie Balment, David Holroyd"
Lovesick,2014,2018,4,8.0,80.0,High,23447,-0.0392161754335142,Comedy,"Gordon Anderson, Elliot Hegarty, Aneil Karia"
"Love, Victor",2020,2022,2,8.0,80.0,High,23299,-0.04081943594551168,"Comedy, Drama, Romance","Jason Ensler, Natalia Leite, Alex Hardcastle, Rebecca Asher, Pilar Boehm, Anne Fletcher, Todd Holland, Jaime Eliezer Karas, Michael Lennox, Anu Valia, Amy York Rubin, Satya Bhabha, Sarah Boyd, Kevin Rodney Sullivan, Kristin Windell, Steven Canals, Melissa Kosar, Randall Keenan Winston"
Ripper Street,2012,2016,4,8.1,81.0,High,23266,-0.04117691970832192,"Crime, Drama, Mystery","Andy Wilson, Anthony Byrne, Tom Shankland, Kieron Hawkes, Luke Watson, Colm McCarthy, Christopher Menaul, Saul Metzstein, Daniel Nettheim, Nick Rowland, Ashley Way"
Arnold,2023,2023,0,8.0,80.0,High,23170,-0.04221687247286082,"Biography, Documentary",Lesley Chilcott
The Addams Family,1964,1966,2,8.0,80.0,High,22818,-0.04603003260950346,"Comedy, Family, Horror","Sidney Lanfield, Jerry Hopper, Sidney Salkow, Jean Yarbrough, Arthur Hiller, Arthur Lubin, Sidney Miller, Nat Perrin, Stanley Z. Cherry"
Insider,2016,2017,1,8.1,81.0,High,22134,-0.05343969605684313,"Action, Crime, Drama",Uluç Bayraktar
What's Wrong with Secretary Kim,2018,2018,0,8.0,80.0,High,21970,-0.05521628202959709,"Comedy, Mystery, Romance","Ji Yeong Choi, Park Joon-hwa"
FLCL,2000,2001,1,8.1,81.0,High,20743,-0.06850817830135991,"Action, Animation, Comedy","Kazuya Tsurumaki, Masahiko Ôtsuka, Shôji Saeki, Takeshi Ando, Ken Andô"
She-Ra and the Princesses of Power,2018,2020,2,8.1,81.0,High,20719,-0.06876816649249463,"Action, Adventure, Animation","Roy Burdine, Jen Bennett, Mandy Clotworthy, Christina Manrique, Lianne Hughes, Stephanie Stine, David Dwooman Woo, Diana Huh, Adam Henry, Steve Cooper"
Criminal Justice,2019,2019,0,8.1,81.0,High,20636,-0.0696672923201689,"Crime, Drama, Mystery","Tigmanshu Dhulia, Vishal Furia"
Strong Girl Bong-soon,2017,2017,0,8.1,81.0,High,20397,-0.07225634139021887,"Comedy, Crime, Drama",Lee Hyeong-min
Serial Experiments Lain,1998,1998,0,8.1,81.0,High,19465,-0.08235254947928403,"Animation, Drama, Horror","Ryûtarô Nakamura, Jôhei Matsuura, Masahiko Murata, Akihiko Nishiyama, Shigeru Ueda"
One Day at a Time,2017,2020,3,8.1,81.0,High,19098,-0.08632820223538587,"Comedy, Drama","Phill Lewis, Pamela Fryman, Gloria Calderón Kellett, Kimberly McCullough, Victor Gonzalez, Angela Barnes, Michael Lembeck, Jody Margolin Hahn, Linda Mendoza, Todd Grinnell, M.R. Horhager, Michael Shea, Michael J. Shea"
Boss,2011,2012,1,8.1,81.0,High,18636,-0.09133297491472933,"Crime, Drama","Jean de Segonzac, Mario Van Peebles, Jim McKay, Gus Van Sant, Phil Abraham, Lesli Linka Glatter, Nelson McCormick"
Superman: The Animated Series,1996,2000,4,8.1,81.0,High,18604,-0.0916796258362423,"Action, Adventure, Animation","Curt Geda, Dan Riba, Toshihiko Masuda, Kenji Hachizaki, Hiroyuki Aoyama, Butch Lukic, Shin'ichi Tsuji, Kazuhide Tomonaga, Yûichirô Yano, Scott Jeralds, Bruce Timm, Nobuo Tomizawa, Kazumi Fukushima"
Emma,2009,2009,0,8.1,81.0,High,18571,-0.09203710959905254,"Comedy, Drama, Romance",Jim O'Hanlon
Zoey's Extraordinary Playlist,2020,2021,1,8.1,81.0,High,18567,-0.09208044096424166,"Comedy, Drama, Musical","John Terlesky, Adam Davidson, Anya Adams, Jon Turteltaub, Richard J. Lewis, Richie Keen, Darnell Martin, Tristram Shapeero, Richard Shepard, Charles Stone III, Rose Troche, Daisy von Scherler Mayer, Mandy Moore, Shasta Spahn"
Shaun the Sheep,2007,2020,13,8.2,82.0,High,18254,-0.09547112029029037,"Animation, Comedy, Family","Richard Starzak, Christopher Sadler, Jay Grace, Lee Wilton, Seamus Malone, Jean-Philippe Vine, Will Becher, Richard Webber, Mike Mort, Dave Osmand, Darren Walsh, Andy Symanowski, Suzy Fagan Parr"
Miranda,2009,2015,6,8.2,82.0,High,18018,-0.0980276708364485,Comedy,"Juliet May, Mandie Fletcher"
The King: Eternal Monarch,2020,2020,0,8.1,81.0,High,17999,-0.09823349482109682,"Fantasy, Mystery, Romance",Baek Sang-Hoon
My Love from Another Star,2013,2014,1,8.2,82.0,High,17923,-0.09905679075969012,"Comedy, Drama, Fantasy","Jang Tae Yoo, Tae You Chang"
Farscape: The Peacekeeper Wars,2004,2004,0,8.2,82.0,High,17144,-0.10749557413027142,"Action, Adventure, Drama",Brian Henson
Shogun,1980,1980,0,8.1,81.0,High,17115,-0.10780972652789253,"Adventure, Drama, History",Jerry London
The Young Ones,1982,1984,2,8.2,82.0,High,17100,-0.10797221914735174,Comedy,"Paul Jackson, Geoff Posner, Ed Bye"
Galavant,2015,2016,1,8.1,81.0,High,17052,-0.1084921955296212,"Adventure, Comedy, Fantasy","John Fortenberry, Chris Koch, Declan Lowney, Paul Murphy, James Griffiths"
Anohana: The Flower We Saw That Day,2011,2011,0,8.1,81.0,High,17016,-0.10888217781632328,"Adventure, Animation, Drama","Tatsuyuki Nagai, Patrick Seitz, Ken'ichi Imaizumi, Ai Yoshimura, Takahiro Harada, Tomohiko Itô, Fumie Muroi, Toshiya Shinohara, Takayuki Tanaka"
Are You Afraid of the Dark?,1990,2000,10,8.2,82.0,High,16916,-0.1099654619460513,"Drama, Fantasy, Horror","D.J. MacHale, Ron Oliver, David Winning, Mark Soulard, Iain Paterson, Lorette Leblanc, Jim Donovan, Jean-Marie Comeau, Adam Weissman, Will Dixon, Michael Keusch, Jacques Laberge, Jacques Payette, Scott Peters, Craig Pryce"
Pluto,2023,2023,0,8.1,81.0,High,16841,-0.11077792504334731,"Action, Animation, Drama","Toshio Kawaguchi, Yasutomo Okamoto, Fumihiro Yoshimura, Hiroshi Aoyama, Sang Yong Eom, Hiromichi Matano, Masaru Matsuse, Nanako Shimazaki, Kento Shintani, Yoshie Takagi, Kônosuke Uda, Takahiro Umehara"
Senna,2024,2024,0,8.2,82.0,High,16752,-0.11174204791880525,"Biography, Drama, Sport","Vicente Amorim, Julia Rezende"
Inspector Lewis,2006,2015,9,8.2,82.0,High,16716,-0.11213203020550734,"Crime, Drama, Mystery","Bill Anderson, Dan Reed, Nicholas Renton, David Drury, Nicholas Laughland, Tim Fywell, Brian Kelly, Bille Eltringham, Matthew Evans, Sarah Harding, Marc Jobst, Stuart Orme, Richard Spence, Maurice Phillips, Metin Hüseyin, Hettie Macdonald, Charlie Palmer, David O'Neill"
Gentleman Jack,2019,2022,3,8.2,82.0,High,16662,-0.11271700363556048,"Biography, Drama, History","Sally Wainwright, Edward Hall, Fergus O'Brien, Sarah Harding, Jennifer Perrott, Amanda Brotchie"
The Big C,2010,2013,3,8.1,81.0,High,16398,-0.11557687373804246,"Comedy, Drama","Michael Engler, Craig Zisk, Jennifer Getzinger, Jann Turner, Tricia Brock, Michael Lehmann, Alan Poul, Miguel Arteta, Anna Boden, Ryan Fleck, Adam Bernstein, Bill Condon, Richard Heus"
Wolf Hall,2015,2025,10,8.2,82.0,High,16305,-0.1165843279786895,"Biography, Drama, History",Peter Kosminsky
Fate/Zero,2011,2012,1,8.2,82.0,High,15855,-0.12145910656246561,"Action, Adventure, Animation","Ei Aoki, Takahiro Miura, Takuya Nonaka, Kei Tsunematsu, Takashi Suhara, Ato Nonaka, Akihiko Uda, Dai Fukuyama, Atsushi Ogasawara, Tomonori Sudô"
Hotel Del Luna,2019,2019,0,8.1,81.0,High,15756,-0.12253155785089635,"Action, Comedy, Drama",Choong Hwan Oh
Clannad,2007,2009,2,8.2,82.0,High,15656,-0.12361484198062438,"Animation, Comedy, Drama","Tatsuya Ishihara, Taichi Ishidate, Noriko Takao, Noriyuki Kitanohara, Naoko Yamada, Yasuhiro Takemoto, Tomoe Aratani, Yoshiji Kigami, Mitsuyoshi Yoneda"
Somebody Somewhere,2022,2024,2,8.2,82.0,High,15656,-0.12361484198062438,"Comedy, Drama","Robert Cohen, Jay Duplass, Lennon Parham"
